model1,model2,n_both_wrong,A_obs,A_unif,A_item,excess_vs_unif,explained_by_item,excess_vs_item,frac_explained_by_item,same_provider
01-ai_yi-34b,openai_gpt-3.5-turbo-0125,663,0.6576168929110106,0.3333333333333362,0.5242912122326686,0.32428355957767435,0.1909578788993324,0.13332568067834194,0.5888608079546908,False
01-ai_yi-34b,openai_gpt-4o-2024-08-06,344,0.5348837209302325,0.33333333333333176,0.540780348782185,0.20155038759690075,0.2074470154488532,-0.005896627851952441,1.0292563458808408,False
01-ai_yi-34b,openai_gpt-4o-mini-2024-07-18,606,0.6518151815181518,0.3333333333333356,0.527341540644272,0.3184818481848162,0.19400820731093638,0.1244736408738798,0.6091656664789031,False
01-ai_yi-34b,qwen_qwen1.5-7b,666,0.6861861861861862,0.33333333333333626,0.5311248783513998,0.35285285285284995,0.1977915450180635,0.15506130783478644,0.5605496552426867,False
01-ai_yi-34b,qwen_qwen2.5-72b-instruct-turbo,343,0.6618075801749271,0.33333333333333176,0.5303091983340023,0.3284742468415954,0.1969758650006705,0.13149838184092488,0.5996691274724525,False
01-ai_yi-34b,writer_palmyra-x-v3,504,0.6388888888888888,0.33333333333333415,0.5416438777115284,0.3055555555555547,0.2083105443781943,0.0972450111773604,0.6817435997831832,False
allenai_olmo-7b,anthropic_claude-3-5-sonnet-20241022,283,0.3992932862190813,0.3333333333333324,0.544972288593814,0.06595995288574885,0.21163895526048154,-0.1456790023747327,3.2085977324311847,False
allenai_olmo-7b,anthropic_claude-3-haiku-20240307,774,0.3385012919896641,0.3333333333333369,0.5540017801846705,0.005167958656327187,0.22066844685133358,-0.2155004881950064,42.69934446576248,False
allenai_olmo-7b,cohere_command-r-plus,792,0.3068181818181818,0.3333333333333364,0.556186090790943,-0.0265151515151546,0.22285275745760663,-0.24936790897276123,-8.404732566971616,False
allenai_olmo-7b,databricks_dbrx-instruct,832,0.48197115384615385,0.33333333333333537,0.5492473008500814,0.14863782051281849,0.21591396751674607,-0.06727614700392759,1.4526179593579664,False
allenai_olmo-7b,deepseek-ai_deepseek-llm-67b-chat,741,0.20107962213225372,0.3333333333333369,0.5717383737410433,-0.1322537112010832,0.23840504040770638,-0.3706587516087896,-1.8026340300214863,False
allenai_olmo-7b,google_gemini-1.5-pro-002,336,0.31845238095238093,0.3333333333333318,0.5499070934297331,-0.014880952380950885,0.21657376009640128,-0.23145471247735216,-14.55375667847963,False
allenai_olmo-7b,google_gemma-2-27b,856,0.3820093457943925,0.33333333333333476,0.5331092119637183,0.04867601246105774,0.19977587863038354,-0.1510998661693258,4.104195650582722,False
allenai_olmo-7b,google_text-unicorn@001,686,0.22157434402332363,0.3333333333333364,0.5437713458038136,-0.1117589893100128,0.21043801247047716,-0.32219700178048993,-1.8829627376705655,False
allenai_olmo-7b,meta_llama-3.1-405b-instruct-turbo,318,0.4119496855345912,0.333333333333332,0.5883699833623897,0.07861635220125923,0.2550366500290577,-0.17642029782779844,3.244066188369557,False
allenai_olmo-7b,meta_llama-3.1-70b-instruct-turbo,479,0.44467640918580376,0.33333333333333365,0.57976315567175,0.11134307585247011,0.24642982233841632,-0.1350867464859462,2.2132478418769077,False
allenai_olmo-7b,meta_llama-3.1-8b-instruct-turbo,1093,0.3412625800548948,0.3333333333333304,0.556044141775677,0.00792924672156442,0.2227108084423466,-0.21478156172078217,28.08725926469927,False
allenai_olmo-7b,microsoft_phi-3-medium-4k-instruct,454,0.3303964757709251,0.33333333333333315,0.5881621284317995,-0.002936857562408024,0.25482879509846634,-0.25776565266087437,-86.76920473103368,False
allenai_olmo-7b,mistralai_mistral-7b-v0.1,877,0.1322690992018244,0.33333333333333426,0.543210529734299,-0.20106423413150987,0.2098771964009647,-0.41094143053247456,-1.0438315760509178,False
allenai_olmo-7b,mistralai_mistral-large-2407,415,0.25301204819277107,0.33333333333333226,0.5651751817257809,-0.0803212851405612,0.2318418483924486,-0.3121631335330098,-2.886431012486023,False
allenai_olmo-7b,openai_gpt-3.5-turbo-0125,903,0.20376522702104097,0.3333333333333337,0.534231526728157,-0.12956810631229274,0.2008981933948233,-0.33046629970711605,-1.5505219541497854,False
allenai_olmo-7b,openai_gpt-4o-2024-08-06,410,0.4268292682926829,0.33333333333333215,0.5452156520181142,0.09349593495935077,0.21188231868478202,-0.11838638372543125,2.2662195824545965,False
