m1,m2,n,obs,null,excess,acc_min,same_provider
anthropic_claude-3-5-sonnet-20241022,qwen_qwen1.5-7b,260,0.4846153846153846,0.5202370969904904,-0.03562171237510577,0.5407813570939,False
anthropic_claude-3-5-sonnet-20241022,qwen_qwen2.5-72b-instruct-turbo,232,0.7068965517241379,0.5377922611251714,0.1691042905989665,0.817340644276902,False
anthropic_claude-3-5-sonnet-20241022,writer_palmyra-x-v3,258,0.6085271317829457,0.5305400047309109,0.07798712705203485,0.7093899931459904,False
anthropic_claude-3-haiku-20240307,cohere_command-r-plus,667,0.5847076461769115,0.5295810750133507,0.05512657116356084,0.6494174091843729,False
anthropic_claude-3-haiku-20240307,databricks_dbrx-instruct,693,0.6118326118326118,0.5191110713489515,0.09272154048366034,0.6572995202193284,False
anthropic_claude-3-haiku-20240307,deepseek-ai_deepseek-llm-67b-chat,693,0.5526695526695526,0.531905260676051,0.020764291993501632,0.6569568197395477,False
anthropic_claude-3-haiku-20240307,google_gemini-1.5-pro-002,326,0.5674846625766872,0.5283973134207707,0.03908734915591639,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,google_gemma-2-27b,677,0.5081240768094535,0.5092162396836992,-0.0010921628742457138,0.6507882111034955,False
anthropic_claude-3-haiku-20240307,google_text-unicorn@001,590,0.523728813559322,0.5134621963834326,0.010266617175889454,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,meta_llama-3.1-405b-instruct-turbo,305,0.6196721311475409,0.5612246865959495,0.05844744455159155,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,meta_llama-3.1-70b-instruct-turbo,424,0.6202830188679245,0.5641294078655346,0.056153611002390004,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,meta_llama-3.1-8b-instruct-turbo,659,0.4339908952959029,0.5584429743047973,-0.12445207900889435,0.5092529129540782,False
anthropic_claude-3-haiku-20240307,microsoft_phi-3-medium-4k-instruct,442,0.6018099547511312,0.5431535875444091,0.05865636720672208,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,mistralai_mistral-7b-v0.1,693,0.5425685425685426,0.5321567752621988,0.010411767306343706,0.4986291980808773,False
anthropic_claude-3-haiku-20240307,mistralai_mistral-large-2407,399,0.6090225563909775,0.5472851460135851,0.061737410377392346,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,openai_gpt-3.5-turbo-0125,755,0.5496688741721855,0.5051945898537239,0.0444742843184615,0.570938999314599,False
anthropic_claude-3-haiku-20240307,openai_gpt-4o-2024-08-06,385,0.6051948051948052,0.5197940417955697,0.0854007633992356,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,openai_gpt-4o-mini-2024-07-18,701,0.6690442225392297,0.5075574584385524,0.16148676410067733,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,qwen_qwen1.5-7b,739,0.6143437077131259,0.5096746477009941,0.1046690600121317,0.5407813570939,False
anthropic_claude-3-haiku-20240307,qwen_qwen2.5-72b-instruct-turbo,366,0.5683060109289617,0.5288867883250723,0.03941922260388944,0.6658670322138451,False
anthropic_claude-3-haiku-20240307,writer_palmyra-x-v3,591,0.5228426395939086,0.5144394546262345,0.008403184967674109,0.6658670322138451,False
cohere_command-r-plus,databricks_dbrx-instruct,682,0.5909090909090909,0.5286911525959851,0.0622179383131058,0.6494174091843729,False
cohere_command-r-plus,deepseek-ai_deepseek-llm-67b-chat,659,0.6115326251896813,0.5399956002457913,0.07153702494389008,0.6494174091843729,False
cohere_command-r-plus,google_gemini-1.5-pro-002,289,0.5743944636678201,0.5354870478369358,0.038907415830884244,0.6494174091843729,False
cohere_command-r-plus,google_gemma-2-27b,649,0.4899845916795069,0.5178160681378303,-0.02783147645832336,0.6494174091843729,False
cohere_command-r-plus,google_text-unicorn@001,585,0.5948717948717949,0.5284995700908223,0.06637222478097263,0.6494174091843729,False
cohere_command-r-plus,meta_llama-3.1-405b-instruct-turbo,296,0.6148648648648649,0.5719306903130433,0.04293417455182157,0.6494174091843729,False
cohere_command-r-plus,meta_llama-3.1-70b-instruct-turbo,407,0.6191646191646192,0.579466375589371,0.03969824357524819,0.6494174091843729,False
cohere_command-r-plus,meta_llama-3.1-8b-instruct-turbo,595,0.39327731092436974,0.5800311612372913,-0.18675385031292152,0.5092529129540782,False
cohere_command-r-plus,microsoft_phi-3-medium-4k-instruct,418,0.6220095693779905,0.5630240175115152,0.05898555186647528,0.6494174091843729,False
cohere_command-r-plus,mistralai_mistral-7b-v0.1,647,0.5440494590417311,0.5491941973204619,-0.005144738278730824,0.4986291980808773,False
cohere_command-r-plus,mistralai_mistral-large-2407,364,0.5164835164835165,0.5736504050909262,-0.0571668886074098,0.6494174091843729,False
cohere_command-r-plus,openai_gpt-3.5-turbo-0125,692,0.546242774566474,0.514034217746815,0.032208556819658944,0.570938999314599,False
cohere_command-r-plus,openai_gpt-4o-2024-08-06,349,0.4871060171919771,0.537223264216354,-0.05011724702437696,0.6494174091843729,False
cohere_command-r-plus,openai_gpt-4o-mini-2024-07-18,654,0.5932721712538226,0.5151100773065159,0.07816209394730667,0.6494174091843729,False
cohere_command-r-plus,qwen_qwen1.5-7b,725,0.5724137931034483,0.5228838151872205,0.04952997791622779,0.5407813570939,False
cohere_command-r-plus,qwen_qwen2.5-72b-instruct-turbo,320,0.546875,0.5532803055164226,-0.006405305516422555,0.6494174091843729,False
cohere_command-r-plus,writer_palmyra-x-v3,587,0.5945485519591142,0.5313404240825507,0.06320812787656352,0.6494174091843729,False
databricks_dbrx-instruct,deepseek-ai_deepseek-llm-67b-chat,687,0.6026200873362445,0.5265921264312434,0.0760279609050011,0.6569568197395477,False
databricks_dbrx-instruct,google_gemini-1.5-pro-002,305,0.5770491803278689,0.5189063149429591,0.05814286538490974,0.6572995202193284,False
databricks_dbrx-instruct,google_gemma-2-27b,751,0.5366178428761651,0.49914079419444796,0.03747704868171715,0.6507882111034955,False
databricks_dbrx-instruct,google_text-unicorn@001,623,0.4895666131621188,0.5122145225393271,-0.02264790937720835,0.6572995202193284,False
databricks_dbrx-instruct,meta_llama-3.1-405b-instruct-turbo,303,0.6303630363036303,0.5623595870683815,0.06800344923524884,0.6572995202193284,False
databricks_dbrx-instruct,meta_llama-3.1-70b-instruct-turbo,408,0.6446078431372549,0.56684009073715,0.07776775240010483,0.6572995202193284,False
