m1,m2,n,obs,pred_indep,excess,acc_min,same_provider
anthropic_claude-3-5-sonnet-20241022,google_text-unicorn@001,246,0.6219512195121951,0.5907856051331087,0.03116561437908638,0.7097326936257711,False
anthropic_claude-3-5-sonnet-20241022,meta_llama-3.1-405b-instruct-turbo,219,0.8082191780821918,0.6298662145984254,0.1783529634837664,0.8526387936943112,False
anthropic_claude-3-5-sonnet-20241022,meta_llama-3.1-70b-instruct-turbo,227,0.7180616740088106,0.5956898151406761,0.12237185886813451,0.7998629198080878,False
anthropic_claude-3-5-sonnet-20241022,meta_llama-3.1-8b-instruct-turbo,227,0.46255506607929514,0.3663664286900215,0.09618863738927363,0.5092529129540782,False
anthropic_claude-3-5-sonnet-20241022,microsoft_phi-3-medium-4k-instruct,225,0.6666666666666666,0.5806406861651114,0.08602598050155519,0.7268677176148046,False
anthropic_claude-3-5-sonnet-20241022,mistralai_mistral-7b-v0.1,223,0.43946188340807174,0.48709089718553444,-0.0476290137774627,0.4986291980808773,False
anthropic_claude-3-5-sonnet-20241022,mistralai_mistral-large-2407,233,0.6137339055793991,0.5378484778538637,0.07588542772553541,0.7875257025359835,False
anthropic_claude-3-5-sonnet-20241022,openai_gpt-3.5-turbo-0125,266,0.48872180451127817,0.5418455719126065,-0.05312376740132835,0.570938999314599,False
anthropic_claude-3-5-sonnet-20241022,openai_gpt-4o-2024-08-06,229,0.7074235807860262,0.5473877912446732,0.160035789541353,0.8159698423577793,False
anthropic_claude-3-5-sonnet-20241022,openai_gpt-4o-mini-2024-07-18,261,0.6436781609195402,0.5838235005976056,0.05985466032193465,0.6665524331734064,False
anthropic_claude-3-5-sonnet-20241022,qwen_qwen1.5-7b,250,0.492,0.5327798224091599,-0.040779822409159894,0.5407813570939,False
anthropic_claude-3-5-sonnet-20241022,qwen_qwen2.5-72b-instruct-turbo,222,0.7162162162162162,0.5989163110038969,0.11729990521231937,0.817340644276902,False
anthropic_claude-3-5-sonnet-20241022,writer_palmyra-x-v3,246,0.6219512195121951,0.5901373823727574,0.03181383713943775,0.7093899931459904,False
